# particles=1000
# steps=5000
# device=gpu
# density=0.950000000000
# temperature=0.500000000000
# seed=42
# gpu_block_size=256
# box_size=44.000000000000
index,x,y,vx,vy,fx,fy
0,41.734927489312263,43.269414598886989,0.012620425268537,-0.401950681809871,-36.911457409430660,17.238222046808993
1,1.123599905024989,1.005634006034206,1.189710439557106,0.293297774319947,4.566416423456666,27.717338721075446
2,4.739825747964209,43.951801768379418,1.118752676638994,0.713492027711083,-20.909118439035257,-9.780463254796624
3,3.369450727961723,43.008792163072897,2.759088210507119,-1.934355046952642,2.245109864891447,7.055323057756771
4,4.523589192230401,2.778964762667280,0.302369866601747,-0.066725583833136,-1.408367932666158,2.185518484926155
5,8.076594720860786,42.622833998215825,-0.996626422383257,-1.261764388491949,-0.860475086057514,-0.689313713468971
6,9.924826122658958,0.034301340663314,1.093432246489174,-0.397355721442245,-2.954940787366284,-2.346121947556852
7,10.659363540293290,43.088444585549375,0.272341923588977,-0.044329996612402,0.415043070444402,0.405063704526331
8,15.691148873923163,0.373461549308688,0.407467513461059,-0.722251681313646,-1.281282695036817,0.286260105891273
9,9.496164600325123,42.753203414130347,1.007357792777795,1.205586784391846,1.623775209825054,1.204166923314195
10,17.802078806320171,0.997124024674227,1.683354657801056,0.479909257178482,-0.202086010435547,0.444764331888062
11,15.779762735257602,1.879924065195839,-0.574035573030913,0.082963883211226,5.586079180043132,-19.555379885383637
12,19.660514897899105,41.871746440487200,-0.495865551315113,0.132910896455150,-1.243793678513545,-2.362324873378492
13,21.372628814674194,1.402630372100675,1.568495151654717,0.738089199783004,-1.028949701603444,-0.176549679441781
14,17.536357932175076,42.320245515498236,0.614081914245661,-1.438647017897848,-0.910515534299323,-0.417185318800098
15,21.949059940457229,39.385946219526645,-0.575683619095682,-0.587561253908775,7.607393933453421,33.213692125502043
16,23.265177407889748,43.268726593659878,-0.182157470603523,-0.209890061019385,2.484031325634793,1.111290093816371
17,26.360898407518107,43.756722684894115,-1.013122898681367,-2.232595876340939,36.665702419524592,-12.121789846899013
18,28.178319063544485,42.335050280160075,0.094212134908229,-0.586367925299509,-2.038722154305451,5.209983503048159
19,27.655660831076425,41.385425699746996,-1.197309592305345,0.676512643978715,-5.078529271406240,-3.661035919150586
20,29.199914919020756,41.980905349477268,0.192482776546715,-0.188787266126478,3.656341415978739,2.803697290118231
21,31.272654081966490,2.308809857059663,-0.042353268053801,-0.870508770434520,-23.954974492894785,-7.171086998067436
22,34.741093097403137,1.787870702628127,0.842508792355651,1.007878755466850,0.281492230008277,16.149533836389583
23,39.492883334056152,0.956317262468344,-1.327452661627733,0.732300419732450,-2.329105215044246,-1.967763644557832
24,37.369573942246049,0.087479388982564,0.929897013353720,3.509385527754253,3.440769429870360,0.220077641532272
25,32.381514955788639,0.307320583075373,-0.615353920219430,-1.180454260525443,-2.702821097605839,11.056546785033472
26,38.662372381862156,0.018685515530437,0.125030857177112,0.993494469106246,-15.900445074249067,5.143041535726785
27,37.888169973728786,42.792933125241760,-0.179003575665141,-0.464441245465232,13.568681997794050,9.609435375190872
28,40.532052215681396,42.753328934157537,0.670050882926871,1.929106312296225,-0.264900755600795,3.486463405334847
29,43.707972322041371,0.055513544209865,2.391977631174114,0.836937584841122,-0.553309953075199,-8.001491715351611
30,42.045442219229614,3.260277601182875,-0.228467807065107,1.160895079932596,-3.054334064334620,1.488047235011635
31,42.697165696012362,1.267771525744442,-0.076705441122962,-0.481243230786553,0.856446572583147,2.828206088722077
32,2.329478367753833,43.992470024970679,-1.767212200299190,0.034680464751022,-1.020262282230842,-1.090853920057316
33,0.361041515500008,2.080725328971016,-0.241310016715249,0.815804448079955,-9.969161068375660,-27.250959185725570
34,4.004847638248168,4.756596509816215,-0.024973906825331,-1.184499683747859,-15.217960744707463,17.289250996511321
35,5.166792723873841,5.353270077988633,-0.706667741415836,0.523654549733649,-0.447446199504043,-1.288620657668906
36,5.967158000930445,2.889122779577876,-0.837524279091654,0.453029770461345,0.101945712179456,3.363356845933303
37,6.690805843526804,43.202048351329530,1.290619425296508,-0.933333239402555,7.465401685519578,13.850124351337163
38,7.001235660039168,42.181606959175205,-0.236431656782225,-0.174990369667461,2.268068798349914,-6.839376808794796
39,7.559138403760644,43.760128529854306,0.648778595302666,-0.772997095070904,-0.438633650932374,-0.974199385518255
40,11.188352260516316,41.129481670933103,-1.343823698291855,0.980099940923816,3.166691852181885,8.112402545364796
41,13.258216947953411,0.937637281216798,0.944068101148637,-1.977189503386307,-6.800823272767474,3.326721323051991
42,12.504319713417846,2.234655625496851,0.429968597527938,-0.243572166012337,2.573558823168669,0.284918438079898
43,15.856069815885233,2.893861381320236,-0.175545219628546,0.179668190265397,1.619522374531501,16.308652824740708
44,17.154961571111119,2.470083009247720,0.615161872425498,-0.260242318390717,2.691278958243753,-15.416666660444204
45,18.639508466346690,2.364977622547348,0.850505467214778,0.468037466127102,-0.117230449398770,2.477669828030716
46,20.843689774088187,43.918884256773126,-1.222913144866173,-0.010300554466878,0.420356300500357,0.831952230446941
47,22.180428102148579,43.629482350543405,-0.577388862681766,-1.405346629416715,-0.229810601258036,0.704415277582195
48,24.521526936002857,43.290177984848135,0.455765138368410,0.469886140820667,-3.266204562574605,3.038907733588796
49,27.290429329322436,0.541685185848472,0.563360704894598,-0.247776881551010,6.592475629475648,-6.569179255954194
50,27.374992258943568,43.307768516997029,-1.933110474604648,1.173786566712144,3.926199403763948,1.811362575436393
51,29.226810574493321,43.614720988348971,-0.487858260871886,-0.331118130733148,4.788764272391992,-5.439466634098334
52,29.601784084373957,1.013155587327533,-1.085699583304052,0.132834323217601,-32.308156172228351,-37.365278734322182
53,28.515812566120321,1.191814377584432,-0.021213172743478,-0.116118748052344,-2.795223339645615,7.174645996757473
54,32.200627688576439,2.687903932250935,0.641226857786014,1.764659318063229,12.147685990410169,14.766445017298542
